sample ID (based on genealogy)	profile	platform	PlatformCombo	Sanger ID		IRCC_full	Sample_PD_ID
CRC0465LMX0A01001TUMD04000	MUT	WES	WES_MUT	PD25916a2			
CRC0465LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25916a2			
CRC0465LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25916a2			
CRC0466PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25699a			
CRC0466PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25699a			
CRC0466PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25699c			
CRC0466PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25699c			
CRC0467LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0467LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26105a2			
CRC0468LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0468LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25917a2			
CRC0468LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25917a2			
CRC0468PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25917c2			
CRC0468PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25917c2			
CRC0470PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25915a2			
CRC0470PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25915a2			
CRC0471LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26100a2			
CRC0471LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26100a2			
CRC0471LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26100a2			
CRC0472PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25919a2			
CRC0472PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25919a2			
CRC0473PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25918a			
CRC0473PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25918a			
CRC0473PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25918c2			
CRC0473PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25918c2			
CRC0474PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25700a			
CRC0474PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25700a			
CRC0474PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25700c2			
CRC0474PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25700c2			
CRC0475LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26083a2			
CRC0475LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD26083a2			
CRC0475LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD26083a2			
CRC0475LMX0B02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26083a2			
CRC0477LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26056d2			
CRC0477LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26056d2			
CRC0477LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26056d2			
CRC0477LMX0A02001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26056d2			
CRC0477LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26056d2			
CRC0478LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0479LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26101a2			
CRC0479LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26101a2			
CRC0479LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26101a2			
CRC0480LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0480LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26116a2			
CRC0480LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26116a2			
CRC0480LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26116a2			
CRC0480LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26116a2			
CRC0480LMX0A02004TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26116a2			
CRC0480LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26116a2			
CRC0481LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0481LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25920a2			
CRC0481LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25920a2			
CRC0481LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25920a2			
CRC0481PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25920c2			
CRC0481PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25920c2			
CRC0482LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25831c			
CRC0482LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25831c			
CRC0482LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25831d2			
CRC0482LMX0B01001TUMD02000	GCN	WES	WES_GCN	PD25831d2			
CRC0482LMX0B01001TUMD02000	MUT	WES	WES_MUT	PD25831d2			
CRC0482LMX0B01001TUMD03000	GCN	WES	WES_GCN	PD25831d2			
CRC0482LMX0B01001TUMD03000	MUT	WES	WES_MUT	PD25831d2			
CRC0482LMX0B01001TUMD04000	GCN	TargetedNGS	TargetedNGS_GCN	PD25831d2			
CRC0482LMX0B01001TUMD04000	GCN	WES	WES_GCN	PD25831d2			
CRC0482LMX0B01001TUMD04000	MUT	TargetedNGS	TargetedNGS_MUT	PD25831d2			
CRC0482LMX0B01001TUMD04000	MUT	WES	WES_MUT	PD25831d2			
CRC0482LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD25831d2			
CRC0482LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD25831d2			
CRC0484LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0484LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26097a2			
CRC0484LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26097a2			
CRC0486LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0486LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25922a2			
CRC0486LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25922a2			
CRC0486LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25922a2			
CRC0488LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26110a2			
CRC0488LMX0A01001TUMD02000	GCN	WES	WES_GCN	PD26110a2			
CRC0488LMX0A01001TUMD02000	MUT	WES	WES_MUT	PD26110a2			
CRC0488LMX0A01001TUMD03000	GCN	WES	WES_GCN	PD26110a2			
CRC0488LMX0A01001TUMD03000	MUT	WES	WES_MUT	PD26110a2			
CRC0488LMX0A01001TUMD04000	GCN	WES	WES_GCN	PD26110a2			
CRC0488LMX0A01001TUMD04000	MUT	WES	WES_MUT	PD26110a2			
CRC0488LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26110a2			
CRC0488LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26110a2			
CRC0488LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26110a2			
CRC0490LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25923a			
CRC0490LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25923a			
CRC0490LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25923c2			
CRC0490LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25923c2			
CRC0490LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25923c2			
CRC0491PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25924a			
CRC0491PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25924a			
CRC0491PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25924c2			
CRC0491PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25924c2			
CRC0492LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0492LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26096a2			
CRC0492LMX0B02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26096a2			
CRC0493LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26121a			
CRC0493LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26121c2			
CRC0493LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26121c2			
CRC0493LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26121c2			
CRC0493LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26121c2			
CRC0494LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26091a2			
CRC0494LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26091a2			
CRC0494LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26091a2			
CRC0494LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26091a2			
CRC0495LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25925a2			
CRC0495LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD25925a2			
CRC0495LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD25925a2			
CRC0495LMX0B02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25925a2			
CRC0495LMX0B02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25925a2			
CRC0496LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0498LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25701a			
CRC0498LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25701a			
CRC0498LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25701a			
CRC0498LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25701c2			
CRC0498LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25701c2			
CRC0498LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25701c2			
CRC0498PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25701d2			
CRC0498PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25701d2			
CRC0499LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A			
CRC0499LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25964a2			
CRC0499LMX0B02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25964a2			
CRC0499LMX0B02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25964a2			
CRC0500PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25935a2			
CRC0500PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25935a2			
CRC0501PRX0B01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25936a2			
CRC0501PRX0B01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25936a2			
CRC0502LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26104a2			
CRC0502LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26104a2			
CRC0502LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26104a2			
CRC0503LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26086a2			
CRC0503LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26086a2			
CRC0503LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26086a2			
CRC0504LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25822a			
CRC0504LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25822a			
CRC0504LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25822c2			
CRC0504LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25822c2			
CRC0504LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25822c2			
CRC0504LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25822c2			
CRC0505LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26035c2			
CRC0505LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26035c2			
CRC0505LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26035c2			
CRC0505LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26035c2			
CRC0505LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26035c2			
CRC0506PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25937a2			
CRC0506PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25937a2			
CRC0507LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25965a2			
CRC0507LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25965a2			
CRC0507LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25965a2			
CRC0507LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25965a2			
CRC0508LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26089a			
CRC0508LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26089c2			
CRC0508LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26089c2			
CRC0508LMX0A02002TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26089c2			
CRC0508LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26089c2			
CRC0512LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26088a2			
CRC0512LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD26088a2			
CRC0512LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD26088a2			
CRC0512LMX0B02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26088a2			
CRC0513LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26065a2			
CRC0513LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26065a2			
CRC0513LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26065a2			
CRC0514PRH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25938a			
CRC0514PRH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25938a			
CRC0514PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25938c2			
CRC0514PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25938c2			
CRC0515LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26079a2			
CRC0515LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26079a2			
CRC0515LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26079a2			
CRC0515LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26079a2			
CRC0516LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25768a2			
CRC0516LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD25768a2			
CRC0516LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD25768a2			
CRC0516LMX0B02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25768a2			
CRC0516LMX0B02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25768a2			
CRC0517LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25966a2			
CRC0517LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25966a2			
CRC0517LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25966a2			
CRC0517LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25966a2			
CRC0518LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26085a2			
CRC0518LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26085a2			
CRC0518LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26085a2			
CRC0520LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25769a2			
CRC0520LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25769a2			
CRC0520LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25769a2			
CRC0520LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25769a2			
CRC0521LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25770a2			
CRC0521LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25770a2			
CRC0521LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25770a2			
CRC0525LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26092a2			
CRC0525LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26092a2			
CRC0525LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26092a2			
CRC0525LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26092a2			
CRC0526LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26120a2			
CRC0526LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26120a2			
CRC0526LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26120a2			
CRC0527LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25771a2			
CRC0527LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD25771a2			
CRC0527LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD25771a2			
CRC0527LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25771a2			
CRC0527LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25771a2			
CRC0528LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25967a2			
CRC0528LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25967a2			
CRC0528LMX0B02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25967a2			
CRC0528LMX0B02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25967a2			
CRC0529LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26109a			
CRC0529LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26109c2			
CRC0529LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26109c2			
CRC0529LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD26109c2			
CRC0529LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD26109c2			
CRC0530LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26087a2			
CRC0530LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26087a2			
CRC0530LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26087a2			
CRC0534LMH0000000000D02000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A			
CRC0534LMX0A01001TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26084a2			
CRC0534LMX0A02004TUMD03000	GCN	RealTimePCR	RealTimePCR_GCN	PD26084a2			
CRC0534LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26084a2			
CRC0534LMX0A03002TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26084a2			
CRC0534LMX0A04007TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26084a2			
CRC0535LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD25944a2			
CRC0535LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD25944a2			
CRC0535LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25944a2			
CRC0535LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25944a2			
CRC0535LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25944a2			
CRC0536LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26099a2			
CRC0536LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26099a2			
CRC0536LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26099a2			
CRC0537LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25942a2			
CRC0537LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD25942a2			
CRC0537LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD25942a2			
CRC0537LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25942a2			
CRC0537LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25942a2			
CRC0538LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25940a2			
CRC0538LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25940a2			
CRC0538LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25940a2			
CRC0539LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26092c			
CRC0539LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26092d2			
CRC0539LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26092d2			
CRC0539LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26092d2			
CRC0539LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26092d2			
CRC0540LMX0A01001TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26122c2			
CRC0540LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26122c2			
CRC0542LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26054c2			
CRC0542LMX0B01001TUMD05000	GCN	WES	WES_GCN	PD26054c2			
CRC0542LMX0B01001TUMD05000	MUT	WES	WES_MUT	PD26054c2			
CRC0542LMX0B02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26054c2			
CRC0544LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25945a2			
CRC0544LMX0A01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25945a2			
CRC0544LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25945a2			
CRC0544LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25945a2			
CRC0547PRX0A01001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25943a2			
CRC0547PRX0A01001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25943a2			
CRC0549LMX0B01001TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD25941a2			
CRC0549LMX0B02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25941a2			
CRC0549LMX0B02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25941a2			
CRC0549PRX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25941c2			
CRC0549PRX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25941c2			
CRC0551LMX0A01001TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26102a2			
CRC0551LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26102a2			
CRC0551LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26102a2			
CRC0552LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25834c2			
CRC0552LMX0A01001TUMD02000	MUT	SangerSequencing	SangerSequencing_MUT	PD25834c2			
CRC0552LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25834c2			
CRC0552LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25834c2			
CRC0553PRX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25949c2			
CRC0553PRX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25949c2			
CRC0554LMX0A02001TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25772a2			
CRC0554LMX0A02001TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25772a2			
CRC0554LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25772a2			
CRC0554LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25772a2			
CRC0555LMX0A02003TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25774a			
CRC0555LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25774a			
CRC0555LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25774a			
CRC0555LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25774a			
CRC0556LMX0A01001TUMD05000	GCN	WES	WES_GCN	PD26128a2			
CRC0556LMX0A01001TUMD05000	MUT	WES	WES_MUT	PD26128a2			
CRC0556LMX0A02003TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26128a2			
CRC0556LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26128a2			
CRC0557LMX0A02004TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25912d2			
CRC0557LMX0A02004TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25912d2			
CRC0557LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25912d2			
CRC0557LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25912d2			
CRC0558LMX0A02002TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25775a2			
CRC0558LMX0A02002TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25775a2			
CRC0558LMX0B01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25775a2			
CRC0558LMX0B01001TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25775a2			
