sample ID (based on genealogy)	profile	platform		Sanger ID		IRCC_full	Sample_PD_ID
CRC0604LMX0A02004TUMD05000	MUT	TargetedNGS		PD26126a2			
CRC0607LMX0A01001TUMD01000	GCN	RealTimePCR		PD26142a2			
CRC0607LMX0A02001TUMD05000	MUT	TargetedNGS		PD26142a2			
CRC0607LMX0B01001TUMD02000	MUT	SangerSequencing		PD26142a2			
CRC0609LMX0A01001TUMD01000	GCN	RealTimePCR		PD25783a2			
CRC0609LMX0A01001TUMD02000	MUT	SangerSequencing		PD25783a2			
CRC0609LMX0A02001TUMD05000	GCN	TargetedNGS		PD25783a2			
CRC0609LMX0A02001TUMD05000	MUT	TargetedNGS		PD25783a2			
CRC0610LMX0A01001TUMD02000	GCN	RealTimePCR		PD25784a2			
CRC0610LMX0A02001TUMD05000	GCN	TargetedNGS		PD25784a2			
CRC0610LMX0A02001TUMD05000	MUT	TargetedNGS		PD25784a2			
CRC0612PRX0A02001TUMD05000	GCN	TargetedNGS		PD25955a2			
CRC0612PRX0A02001TUMD05000	MUT	TargetedNGS		PD25955a2			
CRC0616LMX0A01001TUMD02000	GCN	RealTimePCR		PD25706a2			
CRC0616LMX0A02001TUMD05000	GCN	TargetedNGS		PD25706a2			
CRC0616LMX0A02001TUMD05000	MUT	TargetedNGS		PD25706a2			
CRC0618LMX0A01001TUMD02000	GCN	RealTimePCR		PD25785a2			
CRC0618LMX0A01001TUMD02000	MUT	SangerSequencing		PD25785a2			
CRC0618LMX0A02001TUMD05000	GCN	TargetedNGS		PD25785a2			
CRC0618LMX0A02001TUMD05000	MUT	TargetedNGS		PD25785a2			
CRC0619LMX0A01001TUMD01000	GCN	RealTimePCR		PD26124a2			
CRC0619LMX0A02001TUMD05000	MUT	TargetedNGS		PD26124a2			
CRC0619LMX0B01001TUMD01000	MUT	SangerSequencing		PD26124a2			
CRC0620LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC0620LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC0622PRX0A02003TUMD05000	GCN	TargetedNGS		PD25956a2			
CRC0622PRX0A02003TUMD05000	MUT	TargetedNGS		PD25956a2			
CRC0624LMX0A02001TUMD05000	MUT	TargetedNGS		PD26115a2			
CRC0624LMX0B01001TUMD01000	GCN	RealTimePCR		PD26115a2			
CRC0625LMX0A01001TUMD01000	GCN	RealTimePCR		PD25786a2			
CRC0625LMX0A01001TUMD03000	MUT	SangerSequencing		PD25786a2			
CRC0625LMX0A02004TUMD05000	GCN	TargetedNGS		PD25786a2			
CRC0625LMX0A02004TUMD05000	MUT	TargetedNGS		PD25786a2			
CRC0626LMX0A01001TUMD02000	GCN	RealTimePCR		PD25787a2			
CRC0626LMX0A02002TUMD05000	GCN	TargetedNGS		PD25787a2			
CRC0626LMX0A02002TUMD05000	MUT	TargetedNGS		PD25787a2			
CRC0627LMX0A01001TUMD02000	GCN	RealTimePCR		PD26118a2			
CRC0627LMX0A01001TUMD02000	MUT	SangerSequencing		PD26118a2			
CRC0627LMX0A02001TUMD05000	MUT	TargetedNGS		PD26118a2			
CRC0666PRX0A02001TUMD05000	GCN	TargetedNGS		PD25957a2			
CRC0666PRX0A02001TUMD05000	MUT	TargetedNGS		PD25957a2			
CRC0670LMX0A01001TUMD02000	GCN	RealTimePCR		PD25789a2			
CRC0670LMX0A02001TUMD05000	GCN	TargetedNGS		PD25789a2			
CRC0670LMX0A02001TUMD05000	MUT	TargetedNGS		PD25789a2			
CRC0671PRX0A02003TUMD05000	GCN	TargetedNGS		PD25958a2			
CRC0671PRX0A02003TUMD05000	MUT	TargetedNGS		PD25958a2			
CRC0680LMX0B01001TUMD02000	GCN	RealTimePCR		PD25790a2			
CRC0680LMX0B02002TUMD05000	GCN	TargetedNGS		PD25790a2			
CRC0680LMX0B02002TUMD05000	MUT	TargetedNGS		PD25790a2			
CRC0682PRX0A02001TUMD05000	GCN	TargetedNGS		PD25707a2			
CRC0682PRX0A02001TUMD05000	MUT	TargetedNGS		PD25707a2			
CRC0683PRX0A02001TUMD05000	GCN	TargetedNGS		PD25959a2			
CRC0683PRX0A02001TUMD05000	MUT	TargetedNGS		PD25959a2			
CRC0687LMX0A01001TUMD02000	GCN	RealTimePCR		PD25960a2			
CRC0687LMX0A02002TUMD05000	GCN	TargetedNGS		PD25960a2			
CRC0687LMX0A02002TUMD05000	MUT	TargetedNGS		PD25960a2			
CRC0687LMX0B01001TUMD02000	MUT	SangerSequencing		PD25960a2			
CRC0689PRX0A02002TUMD05000	GCN	TargetedNGS		PD25961a2			
CRC0689PRX0A02002TUMD05000	MUT	TargetedNGS		PD25961a2			
CRC0691LMX0A01001TUMD02000	GCN	RealTimePCR		PD25833a2			
CRC0691LMX0A01001TUMD02000	MUT	SangerSequencing		PD25833a2			
CRC0691LMX0A02001TUMD05000	GCN	TargetedNGS		PD25833a2			
CRC0691LMX0A02001TUMD05000	MUT	TargetedNGS		PD25833a2			
CRC0692LMX0A01001TUMD02000	GCN	RealTimePCR		PD25791a			
CRC0692LMX0A01001TUMD02000	MUT	SangerSequencing		PD25791a			
CRC0692LMX0A02001TUMD05000	GCN	TargetedNGS		PD25791a			
CRC0692LMX0A02001TUMD05000	MUT	TargetedNGS		PD25791a			
CRC0705LMX0A01001TUMD02000	GCN	RealTimePCR		PD25793a2			
CRC0705LMX0A02001TUMD05000	GCN	TargetedNGS		PD25793a2			
CRC0705LMX0A02001TUMD05000	MUT	TargetedNGS		PD25793a2			
CRC0705LMX0B01001TUMD02000	MUT	SangerSequencing		PD25793a2			
CRC0706LMX0A01001TUMD02000	GCN	RealTimePCR		PD25792a2			
CRC0706LMX0A02002TUMD05000	GCN	TargetedNGS		PD25792a2			
CRC0706LMX0A02002TUMD05000	MUT	TargetedNGS		PD25792a2			
CRC0707PRX0A02001TUMD05000	GCN	TargetedNGS		PD25710a			
CRC0707PRX0A02001TUMD05000	MUT	TargetedNGS		PD25710a			
CRC0708LMX0A01001TUMD01000	MUT	SangerSequencing		PD25711a2			
CRC0708LMX0A01001TUMD02000	GCN	RealTimePCR		PD25711a2			
CRC0708LMX0A02002TUMD05000	GCN	TargetedNGS		PD25711a2			
CRC0708LMX0A02002TUMD05000	MUT	TargetedNGS		PD25711a2			
CRC0712PRX0B01001TUMD05000	GCN	TargetedNGS		PD25709a2			
CRC0712PRX0B01001TUMD05000	MUT	TargetedNGS		PD25709a2			
CRC0714PRX0A02001TUMD05000	MUT	TargetedNGS		PD26165a			
CRC0714PRX0B01001TUMD02000	MUT	SangerSequencing		PD26165a			
CRC0714PRX0C01001TUMD02000	GCN	RealTimePCR		PD26165a			
CRC0716LMX0B01001TUMD02000	GCN	RealTimePCR		PD25713a			
CRC0716LMX0B02001TUMD05000	GCN	TargetedNGS		PD25713a			
CRC0716LMX0B02001TUMD05000	MUT	TargetedNGS		PD25713a			
CRC0717LMX0A01001TUMD02000	GCN	RealTimePCR		PD25794a2			
CRC0717LMX0A01001TUMD02000	MUT	SangerSequencing		PD25794a2			
CRC0717LMX0A02002TUMD05000	GCN	TargetedNGS		PD25794a2			
CRC0717LMX0A02002TUMD05000	MUT	TargetedNGS		PD25794a2			
CRC0718LMX0A01001TUMD02000	GCN	RealTimePCR		PD25712a2			
CRC0718LMX0A02004TUMD05000	GCN	TargetedNGS		PD25712a2			
CRC0718LMX0A02004TUMD05000	MUT	TargetedNGS		PD25712a2			
CRC0719LMX0A01001TUMD02000	GCN	RealTimePCR		PD25716a2			
CRC0719LMX0A01001TUMD02000	MUT	SangerSequencing		PD25716a2			
CRC0719LMX0A02001TUMD05000	GCN	TargetedNGS		PD25716a2			
CRC0719LMX0A02001TUMD05000	MUT	TargetedNGS		PD25716a2			
CRC0721LMX0A01001TUMD04000	GCN	RealTimePCR		PD25795a2			
CRC0721LMX0A02001TUMD05000	GCN	TargetedNGS		PD25795a2			
CRC0721LMX0A02001TUMD05000	MUT	TargetedNGS		PD25795a2			
CRC0721LMX0B01001TUMD02000	MUT	SangerSequencing		PD25795a2			
CRC0729LMX0A01001TUMD02000	GCN	RealTimePCR		PD25802a2			
CRC0729LMX0A02003TUMD05000	GCN	TargetedNGS		PD25802a2			
CRC0729LMX0A02003TUMD05000	MUT	TargetedNGS		PD25802a2			
CRC0730LMX0A01001TUMD02000	GCN	RealTimePCR		PD25796a2			
CRC0730LMX0A01001TUMD02000	MUT	SangerSequencing		PD25796a2			
CRC0730LMX0A02001TUMD05000	GCN	TargetedNGS		PD25796a2			
CRC0730LMX0A02001TUMD05000	MUT	TargetedNGS		PD25796a2			
CRC0731LMX0A01001TUMD02000	GCN	RealTimePCR		PD25797a			
CRC0731LMX0A02001TUMD05000	GCN	TargetedNGS		PD25797a			
CRC0731LMX0A02001TUMD05000	MUT	TargetedNGS		PD25797a			
CRC0731LMX0B01001TUMD02000	MUT	SangerSequencing		PD25797a			
CRC0734LMX0A01001TUMD02000	GCN	RealTimePCR		PD25718a2			
CRC0734LMX0A01001TUMD05000	GCN	TargetedNGS		PD25718a2			
CRC0734LMX0A01001TUMD05000	MUT	TargetedNGS		PD25718a2			
CRC0735PRX0A02003TUMD05000	GCN	TargetedNGS		PD25719a2			
CRC0735PRX0A02003TUMD05000	MUT	TargetedNGS		PD25719a2			
CRC0736PRX0A01001TUMD02000	MUT	SangerSequencing		PD25720a2			
CRC0736PRX0A02003TUMD05000	GCN	TargetedNGS		PD25720a2			
CRC0736PRX0A02003TUMD05000	MUT	TargetedNGS		PD25720a2			
CRC0740LMX0A01001TUMD02000	GCN	RealTimePCR		PD25721a2			
CRC0740LMX0A01001TUMD02000	MUT	SangerSequencing		PD25721a2			
CRC0740LMX0A02001TUMD05000	GCN	TargetedNGS		PD25721a2			
CRC0740LMX0A02001TUMD05000	MUT	TargetedNGS		PD25721a2			
CRC0740PRX0A01001TUMD02000	MUT	SangerSequencing		PD25721c2			
CRC0740PRX0A02001TUMD05000	GCN	TargetedNGS		PD25721c2			
CRC0740PRX0A02001TUMD05000	MUT	TargetedNGS		PD25721c2			
CRC0741LMX0B01001TUMD02000	GCN	RealTimePCR		PD25798a2			
CRC0741LMX0B01001TUMD05000	GCN	TargetedNGS		PD25798a2			
CRC0741LMX0B01001TUMD05000	MUT	TargetedNGS		PD25798a2			
CRC0743LMX0A01001TUMD02000	GCN	RealTimePCR		PD25799a2			
CRC0743LMX0A02003TUMD05000	GCN	TargetedNGS		PD25799a2			
CRC0743LMX0A02003TUMD05000	MUT	TargetedNGS		PD25799a2			
CRC0745LMX0B01001TUMD02000	GCN	RealTimePCR		PD25715a2			
CRC0745LMX0B01001TUMD05000	GCN	TargetedNGS		PD25715a2			
CRC0745LMX0B01001TUMD05000	MUT	TargetedNGS		PD25715a2			
CRC0748PRX0A02001TUMD05000	GCN	TargetedNGS		PD25714a			
CRC0748PRX0A02001TUMD05000	MUT	TargetedNGS		PD25714a			
CRC0753LMX0A01001TUMD02000	GCN	RealTimePCR		PD25801a			
CRC0753LMX0A01001TUMD02000	MUT	SangerSequencing		PD25801a			
CRC0753LMX0A02004TUMD05000	GCN	TargetedNGS		PD25801a			
CRC0753LMX0A02004TUMD05000	MUT	TargetedNGS		PD25801a			
CRC0771LMX0B01001TUMD02000	GCN	RealTimePCR		PD25803a2			
CRC0771LMX0B02001TUMD05000	GCN	TargetedNGS		PD25803a2			
CRC0771LMX0B02001TUMD05000	MUT	TargetedNGS		PD25803a2			
CRC0772LMX0A01001TUMD02000	GCN	RealTimePCR		PD25824a2			
CRC0772LMX0A02001TUMD05000	GCN	TargetedNGS		PD25824a2			
CRC0772LMX0A02001TUMD05000	MUT	TargetedNGS		PD25824a2			
CRC0773LMX0A01001TUMD02000	GCN	RealTimePCR		PD25804a2			
CRC0773LMX0A02002TUMD05000	GCN	TargetedNGS		PD25804a2			
CRC0773LMX0A02002TUMD05000	MUT	TargetedNGS		PD25804a2			
CRC0778LMX0B01001TUMD02000	GCN	RealTimePCR		PD25821a2			
CRC0778LMX0B01001TUMD02000	MUT	SangerSequencing		PD25821a2			
CRC0778LMX0B02001TUMD05000	GCN	TargetedNGS		PD25821a2			
CRC0778LMX0B02001TUMD05000	MUT	TargetedNGS		PD25821a2			
CRC0781LMX0B01001TUMD02000	GCN	RealTimePCR		PD25724a2			
CRC0781LMX0B01001TUMD02000	MUT	SangerSequencing		PD25724a2			
CRC0781LMX0B02001TUMD05000	GCN	TargetedNGS		PD25724a2			
CRC0781LMX0B02001TUMD05000	MUT	TargetedNGS		PD25724a2			
CRC0783LMX0B01001TUMD02000	GCN	RealTimePCR		PD25800a2			
CRC0783LMX0B01001TUMD05000	GCN	TargetedNGS		PD25800a2			
CRC0783LMX0B01001TUMD05000	MUT	TargetedNGS		PD25800a2			
CRC1063LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1063LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1063PRX0B01001TUMD02000	MUT	SangerSequencing		PD25723c2			
CRC1063PRX0B02001TUMD05000	GCN	TargetedNGS		PD25723c2			
CRC1063PRX0B02001TUMD05000	MUT	TargetedNGS		PD25723c2			
CRC1064LMX0B01001TUMD02000	GCN	RealTimePCR		PD25717a2			
CRC1064LMX0B02003TUMD05000	GCN	TargetedNGS		PD25717a2			
CRC1064LMX0B02003TUMD05000	MUT	TargetedNGS		PD25717a2			
CRC1065LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1067LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1070PRX0A01001TUMD05000	GCN	TargetedNGS		PD25722a			
CRC1070PRX0A01001TUMD05000	MUT	TargetedNGS		PD25722a			
CRC1071LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1072LMX0A01001TUMD02000	GCN	RealTimePCR		PD25807a			
CRC1072LMX0A02002TUMD05000	GCN	TargetedNGS		PD25807a			
CRC1072LMX0A02002TUMD05000	MUT	TargetedNGS		PD25807a			
CRC1075LMX0A01001TUMD02000	GCN	RealTimePCR		PD25808a			
CRC1075LMX0A01001TUMD02000	MUT	SangerSequencing		PD25808a			
CRC1075LMX0A02001TUMD05000	GCN	TargetedNGS		PD25808a			
CRC1075LMX0A02001TUMD05000	MUT	TargetedNGS		PD25808a			
CRC1078LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1078LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1082PRX0A01001TUMD02000	MUT	SangerSequencing		PD25725a			
CRC1082PRX0A01001TUMD05000	GCN	TargetedNGS		PD25725a			
CRC1082PRX0A01001TUMD05000	MUT	TargetedNGS		PD25725a			
CRC1083LMX0A01001TUMD02000	GCN	RealTimePCR		PD25811a2			
CRC1083LMX0A01001TUMD02000	MUT	SangerSequencing		PD25811a2			
CRC1083LMX0A02001TUMD05000	GCN	TargetedNGS		PD25811a2			
CRC1083LMX0A02001TUMD05000	MUT	TargetedNGS		PD25811a2			
CRC1084LMX0A01001TUMD02000	GCN	RealTimePCR		PD25810a			
CRC1084LMX0A01001TUMD02000	MUT	SangerSequencing		PD25810a			
CRC1084LMX0A02002TUMD05000	GCN	TargetedNGS		PD25810a			
CRC1084LMX0A02002TUMD05000	MUT	TargetedNGS		PD25810a			
CRC1090LMX0A01001TUMD02000	GCN	RealTimePCR		PD25813a			
CRC1090LMX0A01001TUMD02000	MUT	SangerSequencing		PD25813a			
CRC1090LMX0A02001TUMD05000	GCN	TargetedNGS		PD25813a			
CRC1090LMX0A02001TUMD05000	MUT	TargetedNGS		PD25813a			
CRC1134PRX0A01001TUMD02000	MUT	SangerSequencing		PD25733a			
CRC1134PRX0A02001TUMD05000	GCN	TargetedNGS		PD25733a			
CRC1134PRX0A02001TUMD05000	MUT	TargetedNGS		PD25733a			
CRC1137LMX0A01001TUMD02000	GCN	RealTimePCR		PD25729a			
CRC1137LMX0A01001TUMD02000	MUT	SangerSequencing		PD25729a			
CRC1137LMX0A02001TUMD05000	GCN	TargetedNGS		PD25729a			
CRC1137LMX0A02001TUMD05000	MUT	TargetedNGS		PD25729a			
CRC1138LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1138LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1139LMX0A01001TUMD02000	GCN	RealTimePCR		PD25814a2			
CRC1139LMX0A01001TUMD02000	MUT	SangerSequencing		PD25814a2			
CRC1139LMX0A02001TUMD05000	GCN	TargetedNGS		PD25814a2			
CRC1139LMX0A02001TUMD05000	MUT	TargetedNGS		PD25814a2			
CRC1142PRX0B01001TUMD02000	MUT	SangerSequencing		PD25734a2			
CRC1142PRX0B01001TUMD05000	GCN	TargetedNGS		PD25734a2			
CRC1142PRX0B01001TUMD05000	MUT	TargetedNGS		PD25734a2			
CRC1144LMX0A01001TUMD02000	GCN	RealTimePCR		PD25731a			
CRC1144LMX0A01001TUMD05000	GCN	TargetedNGS		PD25731a			
CRC1144LMX0A01001TUMD05000	MUT	TargetedNGS		PD25731a			
CRC1144PRX0B02002TUMD05000	GCN	TargetedNGS		PD25731c			
CRC1144PRX0B02002TUMD05000	MUT	TargetedNGS		PD25731c			
CRC1145LMX0A01001TUMD02000	GCN	RealTimePCR		PD25815a			
CRC1145LMX0A02001TUMD05000	GCN	TargetedNGS		PD25815a			
CRC1145LMX0A02001TUMD05000	MUT	TargetedNGS		PD25815a			
CRC1146LMX0A01001TUMD02000	GCN	RealTimePCR		PD25817a			
CRC1146LMX0A02001TUMD05000	GCN	TargetedNGS		PD25817a			
CRC1146LMX0A02001TUMD05000	MUT	TargetedNGS		PD25817a			
CRC1147LMX0A01001TUMD02000	GCN	RealTimePCR		PD25816a			
CRC1147LMX0A02003TUMD05000	GCN	TargetedNGS		PD25816a			
CRC1147LMX0A02003TUMD05000	MUT	TargetedNGS		PD25816a			
CRC1147LMX0B01001TUMD02000	MUT	SangerSequencing		PD25816a			
CRC1155LMX0B01001TUMD02000	GCN	RealTimePCR		PD25728a			
CRC1155LMX0B01001TUMD02000	MUT	SangerSequencing		PD25728a			
CRC1155LMX0B02001TUMD05000	GCN	TargetedNGS		PD25728a			
CRC1155LMX0B02001TUMD05000	MUT	TargetedNGS		PD25728a			
CRC1157LMX0A01001TUMD02000	GCN	RealTimePCR		PD25818a2			
CRC1157LMX0A02004TUMD05000	GCN	TargetedNGS		PD25818a2			
CRC1157LMX0A02004TUMD05000	MUT	TargetedNGS		PD25818a2			
CRC1158PRX0A01001TUMD05000	GCN	TargetedNGS		PD25732a			
CRC1158PRX0A01001TUMD05000	MUT	TargetedNGS		PD25732a			
CRC1161PRX0A01001TUMD02000	MUT	SangerSequencing		PD25726a2			
CRC1161PRX0A01001TUMD05000	GCN	TargetedNGS		PD25726a2			
CRC1161PRX0A01001TUMD05000	MUT	TargetedNGS		PD25726a2			
CRC1162LMX0A01001TUMD02000	GCN	RealTimePCR		PD25819a			
CRC1162LMX0A01001TUMD02000	MUT	SangerSequencing		PD25819a			
CRC1162LMX0A02001TUMD05000	GCN	TargetedNGS		PD25819a			
CRC1162LMX0A02001TUMD05000	MUT	TargetedNGS		PD25819a			
CRC1164PRX0A01001TUMD02000	MUT	SangerSequencing		PD25727a			
CRC1164PRX0A02003TUMD05000	GCN	TargetedNGS		PD25727a			
CRC1164PRX0A02003TUMD05000	MUT	TargetedNGS		PD25727a			
CRC1165PRX0A01001TUMD01000	MUT	TargetedNGS		PD26949a			
CRC1165PRX0A01001TUMD02000	MUT	SangerSequencing		PD26949a			
CRC1166LMX0A01001TUMD02000	GCN	RealTimePCR		PD25738a			
CRC1166LMX0A02001TUMD05000	GCN	TargetedNGS		PD25738a			
CRC1166LMX0A02001TUMD05000	MUT	TargetedNGS		PD25738a			
CRC1168PRX0A01001TUMD05000	GCN	TargetedNGS		PD25763a			
CRC1168PRX0A01001TUMD05000	MUT	TargetedNGS		PD25763a			
CRC1169LMH0000000000D02000	GCN	RealTimePCR		#N/A			
CRC1169LMX0A01001TUMD02000	GCN	RealTimePCR		PD25762a2			
CRC1169LMX0A02001TUMD04000	GCN	TargetedNGS		PD25762a2			
CRC1169LMX0A02001TUMD04000	MUT	TargetedNGS		PD25762a2			
CRC1169LMX0B01001TUMD02000	GCN	RealTimePCR		PD25762a2			
CRC1169NMH0000000000D02000	GCN	RealTimePCR		#N/A			
CRC1169PRH0000000000D02000	GCN	RealTimePCR		#N/A			
CRC1169PRX0A01001TUMD02000	GCN	RealTimePCR		PD25762c2			
CRC1169PRX0A01001TUMD05000	GCN	TargetedNGS		PD25762c2			
CRC1169PRX0A01001TUMD05000	MUT	TargetedNGS		PD25762c2			
CRC1169PRX0B01001TUMD02000	GCN	RealTimePCR		PD25762c2			
CRC1170PRX0A01001TUMD05000	GCN	TargetedNGS		PD25737a2			
CRC1170PRX0A01001TUMD05000	MUT	TargetedNGS		PD25737a2			
CRC1171PRX0A01001TUMD05000	GCN	TargetedNGS		PD25740a			
CRC1171PRX0A01001TUMD05000	MUT	TargetedNGS		PD25740a			
CRC1174PRX0A01001TUMD02000	MUT	SangerSequencing		PD25742a2			
CRC1174PRX0A01001TUMD05000	GCN	TargetedNGS		PD25742a2			
CRC1174PRX0A01001TUMD05000	MUT	TargetedNGS		PD25742a2			
CRC1175PRX0A01001TUMD02000	MUT	SangerSequencing		PD25743a2			
CRC1175PRX0A01001TUMD05000	GCN	TargetedNGS		PD25743a2			
CRC1175PRX0A01001TUMD05000	MUT	TargetedNGS		PD25743a2			
CRC1176PRX0A01001TUMD02000	MUT	SangerSequencing		PD25739a			
CRC1176PRX0A01001TUMD05000	GCN	TargetedNGS		PD25739a			
CRC1176PRX0A01001TUMD05000	MUT	TargetedNGS		PD25739a			
CRC1178PRX0A01001TUMD02000	GCN	TargetedNGS		PD25758a			
CRC1178PRX0A01001TUMD02000	MUT	TargetedNGS		PD25758a			
CRC1179PRX0A01001TUMD05000	GCN	TargetedNGS		PD25756a			
CRC1179PRX0A01001TUMD05000	MUT	TargetedNGS		PD25756a			
CRC1180PRX0B01001TUMD05000	GCN	TargetedNGS		PD25757a			
CRC1180PRX0B01001TUMD05000	MUT	TargetedNGS		PD25757a			
CRC1181PRX0A02001TUMD05000	GCN	TargetedNGS		PD25760a			
CRC1181PRX0A02001TUMD05000	MUT	TargetedNGS		PD25760a			
CRC1182LMX0A01001TUMD02000	GCN	RealTimePCR		PD25736a			
CRC1182LMX0A01001TUMD02000	MUT	SangerSequencing		PD25736a			
CRC1182LMX0A01001TUMD05000	GCN	TargetedNGS		PD25736a			
CRC1182LMX0A01001TUMD05000	MUT	TargetedNGS		PD25736a			
CRC1182PRX0A01001TUMD05000	GCN	TargetedNGS		PD25736c			
CRC1182PRX0A01001TUMD05000	MUT	TargetedNGS		PD25736c			
CRC1182PRX0B01001TUMD02000	MUT	SangerSequencing		PD25736c			
CRC1185PRX0B02001TUMD05000	GCN	TargetedNGS		PD25761a			
CRC1185PRX0B02001TUMD05000	MUT	TargetedNGS		PD25761a			
CRC1188PRX0B01001TUMD05000	GCN	TargetedNGS		PD25759a			
CRC1188PRX0B01001TUMD05000	MUT	TargetedNGS		PD25759a			
CRC1190PRX0A01001TUMD05000	GCN	TargetedNGS		PD25764a			
CRC1190PRX0A01001TUMD05000	MUT	TargetedNGS		PD25764a			
CRC1194PRX0A01001TUMD05000	GCN	TargetedNGS		PD25735a			
CRC1194PRX0A01001TUMD05000	MUT	TargetedNGS		PD25735a			
CRC1197PRX0B01001TUMD02000	MUT	SangerSequencing		PD25753a			
CRC1197PRX0B01001TUMD05000	GCN	TargetedNGS		PD25753a			
CRC1197PRX0B01001TUMD05000	MUT	TargetedNGS		PD25753a			
CRC1198LMX0B01001TUMD02000	GCN	RealTimePCR		PD25751a2			
CRC1198LMX0B01001TUMD02000	MUT	SangerSequencing		PD25751a2			
CRC1198LMX0B02001TUMD04000	GCN	TargetedNGS		PD25751a2			
CRC1198LMX0B02001TUMD04000	MUT	TargetedNGS		PD25751a2			
CRC1200PRX0A01001TUMD01000	MUT	TargetedNGS		PD26951a			
CRC1201PRX0A02001TUMD05000	GCN	TargetedNGS		PD25754a			
CRC1201PRX0A02001TUMD05000	MUT	TargetedNGS		PD25754a			
CRC1201PRX0B01001TUMD02000	MUT	SangerSequencing		PD25754a			
CRC1234PRX0A01001TUMD05000	GCN	TargetedNGS		PD25755a2			
CRC1234PRX0A01001TUMD05000	MUT	TargetedNGS		PD25755a2			
CRC1237PRX0A02001TUMD05000	GCN	TargetedNGS		PD25752a			
CRC1237PRX0A02001TUMD05000	MUT	TargetedNGS		PD25752a			
CRC1237PRX0B01001TUMD02000	MUT	SangerSequencing		PD25752a			
CRC1239LMX0B01001TUMD02000	GCN	RealTimePCR		PD25741a			
CRC1239LMX0B01001TUMD02000	MUT	SangerSequencing		PD25741a			
CRC1239LMX0B01001TUMD05000	GCN	TargetedNGS		PD25741a			
CRC1239LMX0B01001TUMD05000	MUT	TargetedNGS		PD25741a			
CRC1240LMX0A01001TUMD02000	GCN	RealTimePCR		PD25748a			
CRC1240LMX0A01001TUMD02000	MUT	SangerSequencing		PD25748a			
CRC1240LMX0A01001TUMD05000	GCN	TargetedNGS		PD25748a			
CRC1240LMX0A01001TUMD05000	MUT	TargetedNGS		PD25748a			
CRC1240PRX0B01001TUMD02000	MUT	SangerSequencing		PD25748c			
CRC1240PRX0B01001TUMD05000	GCN	TargetedNGS		PD25748c			
CRC1240PRX0B01001TUMD05000	MUT	TargetedNGS		PD25748c			
CRC1241LMX0A01001TUMD02000	GCN	RealTimePCR		PD25767a			
CRC1241LMX0A01001TUMD05000	GCN	TargetedNGS		PD25767a			
CRC1241LMX0A01001TUMD05000	MUT	TargetedNGS		PD25767a			
CRC1241LMX0B01001TUMD02000	GCN	RealTimePCR		PD25767a			
CRC1242PRX0A01001TUMD02000	GCN	TargetedNGS		PD25746a			
CRC1242PRX0A01001TUMD02000	MUT	SangerSequencing		PD25746a			
CRC1242PRX0A01001TUMD02000	MUT	TargetedNGS		PD25746a			
CRC1245LMX0A01001TUMD02000	MUT	SangerSequencing		PD25747a			
CRC1245LMX0B01001TUMD02000	GCN	RealTimePCR		PD25747a			
CRC1245LMX0B01001TUMD05000	GCN	TargetedNGS		PD25747a			
CRC1245LMX0B01001TUMD05000	MUT	TargetedNGS		PD25747a			
CRC1246PRX0A01001TUMD02000	MUT	SangerSequencing		PD25749a			
CRC1246PRX0A01001TUMD05000	GCN	TargetedNGS		PD25749a			
CRC1246PRX0A01001TUMD05000	MUT	TargetedNGS		PD25749a			
CRC1247PRX0B01001TUMD05000	GCN	TargetedNGS		PD25744a			
CRC1247PRX0B01001TUMD05000	MUT	TargetedNGS		PD25744a			
CRC1249PRX0A01001TUMD02000	MUT	SangerSequencing		PD25745a			
CRC1249PRX0A01001TUMD05000	GCN	TargetedNGS		PD25745a			
CRC1249PRX0A01001TUMD05000	MUT	TargetedNGS		PD25745a			
CRC1251LMX0A01001TUMD02000	GCN	RealTimePCR		PD25750a			
CRC1251LMX0A01001TUMD02000	MUT	SangerSequencing		PD25750a			
CRC1251LMX0A02001TUMD05000	GCN	TargetedNGS		PD25750a			
CRC1251LMX0A02001TUMD05000	MUT	TargetedNGS		PD25750a			
CRC1251PRX0A01001TUMD02000	GCN	TargetedNGS		PD25750c			
CRC1251PRX0A01001TUMD02000	MUT	SangerSequencing		PD25750c			
CRC1251PRX0A01001TUMD02000	MUT	TargetedNGS		PD25750c			
CRC1252PRX0B01001TUMD08000	MUT	SangerSequencing		PD26950a			
CRC1252PRX0B02002TUMD01000	MUT	TargetedNGS		PD26950a			
CRC1257LMX0A01001TUMD02000	GCN	RealTimePCR		PD25765a			
CRC1257LMX0A01001TUMD05000	GCN	TargetedNGS		PD25765a			
CRC1257LMX0A01001TUMD05000	MUT	TargetedNGS		PD25765a			
